60
4
0, 0.6483746164682148, 0.4439777349554669
1, 0.5986407537494385, 0.08012906160772293
2, 0.35816623974624706, 0.014124938143552868
3, 0.4287036351941578, 0.7196707065961135
4, 0.24163794597232324, 0.10308424087883772
5, 0.6216172721971691, 0.11096250484003223
6, 0.617120991444473, 0.989378721070144
7, 0.44151162518560816, 0.37189003672506105
8, 0.05576868705661775, 0.44437011086378353
9, 0.8169286251620465, 0.23441846623857776
10, 0.5881774479441271, 0.5735525080697662
11, 0.38919524211660705, 0.529339404032953
12, 0.6504837427409209, 0.20347539605530196
13, 0.5347356677397275, 0.934800866377878
14, 0.06724617021583756, 0.5972271314696723
15, 0.7940732232200042, 0.8401943225151616
16, 0.2521345986743525, 0.7212474592747206
17, 0.23330561470425526, 0.29541254312725906
18, 0.9604315946661274, 0.40378233913327577
19, 0.927031534438251, 0.8315241262035825
20, 0.8751815909331867, 0.19028093201467744
21, 0.35332552559228725, 0.5035318074094838
22, 0.13780266685407117, 0.9246473271449114
23, 0.8092796397499346, 0.44000805902180706
24, 0.2455526190606233, 0.2660859854846658
25, 0.2864899454203015, 0.2829530478323523
26, 0.5467647632993935, 0.6763871334644173
27, 0.7871122236363218, 0.47820941416326024
28, 0.22669886407388273, 0.40179619407834954
29, 0.19300372294909152, 0.22746406695947397
30, 0.47715129868762307, 0.6597088908496317
31, 0.06300612038999176, 0.5235490990685153
32, 0.22972828652359645, 0.3192186278731193
33, 0.2045312082393772, 0.46232507631116915
34, 0.17294692152228097, 0.4692370249009391
35, 0.4407790974826802, 0.2291508862587307
36, 0.04566631818596989, 0.43789590607576845
37, 0.5716222213703902, 0.6046287498168215
38, 0.06420226074215085, 0.34873978152585083
39, 0.6961472236057352, 0.5711770190249913
40, 0.8086031343332776, 0.8939595939131707
41, 0.9809484643533043, 0.2363602133382381
42, 0.6686349625033298, 0.34425442256730054
43, 0.36825402050708667, 0.8164059931427939
44, 0.3328996036143591, 0.8570155902804075
45, 0.011834459589691648, 0.42976165346814554
46, 0.7101352336287557, 0.5135849164585816
47, 0.9501417250830687, 0.41368563514013357
48, 0.18872366898547732, 0.6957901363275245
49, 0.9692963816647697, 0.1508761447657374
50, 0.1943643485840959, 0.7190743480603607
51, 0.04750496362545942, 0.5658254315902181
52, 0.9292511839421871, 0.8262370682733715
53, 0.31818416916518366, 0.37327220337834954
54, 0.20184311788834175, 0.5478530630666175
55, 0.8135918454955992, 0.8985706901380425
56, 0.6735334025329761, 0.17738912222632253
57, 0.04381256671878031, 0.466875329239277
58, 0.1872998061506027, 0.46532299270411526
59, 0.5117826118108736, 0.5552506800742145
end_nodes
0, 1
0, 2
0, 3
0, 4
0, 5
0, 6
0, 7
8, 9
8, 18
8, 20
8, 23
8, 27
8, 36
8, 41
10, 2
10, 4
10, 7
10, 13
10, 17
10, 18
10, 21
11, 9
11, 17
11, 18
11, 20
11, 21
11, 22
11, 23
12, 1
12, 3
12, 5
12, 6
12, 13
12, 22
12, 43
14, 9
14, 18
14, 20
14, 23
14, 27
14, 41
14, 47
15, 1
15, 2
15, 4
15, 5
15, 7
15, 17
15, 21
16, 9
16, 18
16, 20
16, 23
16, 27
16, 41
16, 47
19, 1
19, 2
19, 4
19, 5
19, 7
19, 17
19, 21
26, 2
26, 4
26, 7
26, 17
26, 21
26, 24
26, 25
30, 17
30, 18
30, 21
30, 23
30, 24
30, 25
30, 27
31, 9
31, 18
31, 20
31, 23
31, 27
31, 41
31, 47
33, 9
33, 20
33, 23
33, 27
33, 38
33, 41
33, 47
34, 9
34, 20
34, 27
34, 36
34, 41
34, 45
34, 47
35, 2
37, 2
37, 4
37, 7
37, 13
37, 17
37, 21
37, 24
39, 1
39, 4
39, 5
39, 6
39, 7
39, 24
39, 25
40, 1
40, 5
40, 24
40, 25
40, 28
40, 29
40, 32
42, 1
42, 3
42, 5
42, 6
42, 13
42, 22
42, 43
46, 6
46, 24
46, 25
46, 28
46, 29
46, 32
46, 36
48, 41
48, 47
48, 49
50, 47
50, 49
51, 49
52, 24
52, 25
52, 28
52, 29
52, 32
52, 36
52, 38
53, 29
53, 32
54, 36
54, 45
54, 49
55, 25
55, 28
55, 29
55, 32
55, 36
55, 38
55, 45
56, 3
56, 6
56, 13
56, 22
56, 43
56, 44
57, 49
58, 38
58, 49
59, 3
59, 28
59, 29
59, 32
59, 36
59, 38
59, 43
end
