40
4
0, 0.41780500397774234, 0.03768809377855897
1, 0.5099650152426536, 0.9391953907981203
2, 0.6335380058779513, 0.17569047082676614
3, 0.20306443206502023, 0.9145586175377581
4, 0.4100296363635306, 0.8238872304392773
5, 0.6112004673127873, 0.2099725049727803
6, 0.3679662389104462, 0.26593301498815847
7, 0.32056006552183036, 0.5995585601367561
8, 0.5995304065071692, 0.6591801044663893
9, 0.7773348266156991, 0.35328026568783155
10, 0.32730744416075885, 0.8580749681277328
11, 0.8815781117417876, 0.55892879932052
12, 0.6529352369236714, 0.4392168657059434
13, 0.46559450849141304, 0.19111226306296547
14, 0.20031438286928616, 0.976011449694738
15, 0.3449169714228728, 0.163279980752273
16, 0.643907420129064, 0.4449913240929386
17, 0.2014421586343743, 0.6085130769718707
18, 0.1829926619395058, 0.20503628411248842
19, 0.9342581072807117, 0.10433757962190648
20, 0.86034508085826, 0.8150605756205117
21, 0.9127385511334815, 0.5531119681218517
22, 0.6780381804290603, 0.09643287813143042
23, 0.8071954189345807, 0.540856002101027
24, 0.3403083203943802, 0.8875083695520076
25, 0.7697637545451683, 0.5578677702476229
26, 0.4439955837233943, 0.3271175767274468
27, 0.607164981990501, 0.2476163538035263
28, 0.6006553657751882, 0.5606244703223185
29, 0.5413874330974441, 0.35757213784588693
30, 0.31937447413817344, 0.7477268055759149
31, 0.6557659739510028, 0.35210511591803284
32, 0.321692563390949, 0.6653248835910589
33, 0.7529815524609487, 0.4616698469428018
34, 0.16119299820709032, 0.9926009487751427
35, 0.26441713555319535, 0.13375516443986857
36, 0.4076592581538109, 0.8804559041473545
37, 0.7446011228202375, 0.010035526617904411
38, 0.4076002665275542, 0.2355712994465381
39, 0.3728827286490628, 0.45840443722172564
end_nodes
0, 1
0, 2
0, 3
0, 4
0, 5
0, 6
7, 3
7, 14
7, 34
12, 20
12, 23
12, 25
13, 1
13, 2
13, 3
13, 4
13, 5
13, 6
15, 1
15, 2
15, 3
15, 4
15, 5
15, 8
16, 20
16, 25
18, 1
18, 2
18, 3
18, 4
18, 5
18, 8
19, 1
19, 3
19, 4
19, 6
19, 8
19, 9
22, 1
22, 4
22, 6
22, 8
22, 9
22, 10
26, 8
26, 10
26, 14
26, 17
26, 20
26, 24
27, 8
27, 9
27, 11
27, 20
27, 21
27, 23
29, 10
29, 11
29, 20
29, 23
29, 24
29, 25
30, 14
31, 11
31, 20
31, 21
31, 23
31, 25
31, 33
32, 14
32, 34
35, 2
35, 5
35, 9
35, 10
35, 11
35, 14
37, 6
37, 9
37, 10
37, 11
37, 14
37, 17
38, 5
38, 6
38, 9
38, 10
38, 11
38, 17
39, 24
39, 34
end
