40
4
0, 0.9142860825176427, 0.8960799267816443
1, 0.21720018800801033, 0.7438446498770904
2, 0.5827128951938166, 0.7591022226620322
3, 0.6356765245716652, 0.06822869523606123
4, 0.05123929278842476, 0.9633651081402979
5, 0.24492401967058652, 0.9413685777612469
6, 0.040254985138583166, 0.21457166428991836
7, 0.7299866723016054, 0.9984907668678245
8, 0.9366222702427514, 0.2485582091734746
9, 0.5312280839370188, 0.0879180986468362
10, 0.7920815693408163, 0.3908803230915665
11, 0.5008369913750518, 0.7961196708221366
12, 0.1921624545319205, 0.8748460311015968
13, 0.8916990938143131, 0.9527317417576867
14, 0.32937077638460865, 0.6494174038855868
15, 0.535703780614658, 0.07613234392127777
16, 0.873544277195242, 0.8351081515989607
17, 0.6486123938979084, 0.7735108342175606
18, 0.9233258018801053, 0.41872801915347435
19, 0.9113080907803786, 0.3713014788385802
20, 0.2599893864986733, 0.8707535773742693
21, 0.6277074971669244, 0.619214958749411
22, 0.40373770320070146, 0.5405226236913635
23, 0.02927336022851934, 0.8889747317870509
24, 0.5219643952447999, 0.19314024672144992
25, 0.08950674225556698, 0.6679072249172158
26, 0.8003871820475992, 0.44801057086212115
27, 0.7871878001373035, 0.02044400690139858
28, 0.6788211758582671, 0.2431919894998673
29, 0.9827047592867083, 0.9059282332101308
30, 0.23332389080166904, 0.807144572766099
31, 0.4153663198690958, 0.5472982844809445
32, 0.3927439252598559, 0.18399031820084566
33, 0.06283937928032157, 0.3704581415875209
34, 0.4540799660125121, 0.009141821297238839
35, 0.5519682235004489, 0.659276168892203
36, 0.3249300817448576, 0.4387706953557967
37, 0.8116323597940528, 0.6542008063814977
38, 0.7665893522581348, 0.9156902351717134
39, 0.727737682376236, 0.2728684442523638
end_nodes
0, 1
0, 2
0, 3
0, 4
0, 5
0, 6
7, 1
7, 2
7, 3
7, 4
7, 5
7, 6
8, 1
8, 2
8, 3
8, 4
8, 5
8, 6
9, 34
10, 1
10, 2
10, 3
10, 4
10, 5
10, 6
13, 1
13, 2
13, 3
13, 4
13, 5
13, 6
15, 34
16, 1
16, 2
16, 3
16, 4
16, 5
16, 6
17, 11
17, 12
17, 14
17, 20
17, 22
17, 23
18, 11
18, 12
18, 14
18, 20
18, 21
18, 22
19, 11
19, 12
19, 14
19, 20
19, 21
19, 22
24, 25
24, 32
24, 33
24, 34
26, 11
26, 12
26, 14
26, 20
26, 21
26, 22
27, 11
27, 12
27, 14
27, 20
27, 21
27, 22
28, 11
28, 12
28, 14
28, 20
28, 21
28, 22
29, 21
29, 23
29, 25
29, 30
29, 31
29, 32
37, 23
37, 25
37, 30
37, 31
37, 32
37, 33
38, 23
38, 25
38, 30
38, 31
38, 32
38, 33
39, 23
39, 25
39, 30
39, 31
39, 32
39, 33
end
