20
4
0, 0.366458309968814, 0.16816406729714983
1, 0.8481454108042352, 0.0518903452901901
2, 0.7857057622198107, 0.11387523952281364
3, 0.40124919754150423, 0.4507508153446803
4, 0.7270862453476972, 0.48443709001643687
5, 0.45763296015353994, 0.02391461936213346
6, 0.6471648852330277, 0.7298054735089513
7, 0.45830478456674506, 0.8656077473970061
8, 0.03464568601324325, 0.08232701544592025
9, 0.30217124312345267, 0.06778360791209115
10, 0.24694040546574292, 0.9699012416783439
11, 0.07654155776528171, 0.6143585700148226
12, 0.08124838902708997, 0.9853973312129615
13, 0.5306657460142713, 0.4610264382611373
14, 0.0967551154087879, 0.4353454053109628
15, 0.8180366605695953, 0.6123729320124423
16, 0.5230170113598608, 0.7753060472742939
17, 0.35504031720746254, 0.7213478982916173
18, 0.1310405383750496, 0.22827369023616817
19, 0.8295558996820773, 0.0235373409280335
end_nodes
0, 1
0, 2
0, 3
0, 4
5, 1
5, 2
5, 3
5, 4
8, 1
8, 2
8, 3
8, 4
9, 1
9, 2
9, 3
9, 4
10, 6
10, 7
10, 13
10, 15
11, 6
11, 7
11, 13
11, 15
12, 6
12, 7
12, 13
12, 15
14, 6
14, 7
14, 13
14, 15
17, 16
17, 19
18, 16
18, 19
end
