60
4
0, 0.18492312641059283, 0.028029261316531606
1, 0.54316496136462, 0.8241441411274433
2, 0.024187105718738056, 0.47011473902535506
3, 0.8246912769218404, 0.7530532783150452
4, 0.3893586634449603, 0.5499068714440857
5, 0.4393373576941194, 0.15560445019862434
6, 0.6801343983073627, 0.8556918784808824
7, 0.7394199947922114, 0.4580160590076905
8, 0.9602766149556254, 0.7680214120984977
9, 0.6566272295751654, 0.7890641233461582
10, 0.18792554095569325, 0.1417509253941749
11, 0.15331480896268868, 0.9858646838514575
12, 0.5640712067764581, 0.9800204906001869
13, 0.30276624015056963, 0.0002401202479211939
14, 0.8880819963883078, 0.2874589012326103
15, 0.3157563240288118, 0.2248209189008673
16, 0.27687396243797757, 0.8258174153969841
17, 0.9932617958720882, 0.45815175356322724
18, 0.5208167337596299, 0.9654762303075098
19, 0.9422140657432642, 0.04255924383245302
20, 0.6815948303223988, 0.8346021840268469
21, 0.20295641615014104, 0.3045165315644198
22, 0.6019984423902691, 0.519363121853454
23, 0.40946601755096046, 0.6872977994141629
24, 0.17756450048691297, 0.5981690653870592
25, 0.6394296550156331, 0.04971885423603151
26, 0.0058472598580647794, 0.42070259638263174
27, 0.2303876750849626, 0.707939253802014
28, 0.914431220861934, 0.17771040876907418
29, 0.696583660961009, 0.8032875660789632
30, 0.3093541562049955, 0.5433522435122751
31, 0.33849629176584195, 0.22667324962721036
32, 0.645447995022181, 0.9618193422260528
33, 0.721412546894692, 0.8245122426611822
34, 0.7194254116799174, 0.06530704103973317
35, 0.7040243917998481, 0.7466797661175598
36, 0.2729842383184997, 0.11846098453254728
37, 0.6938757855370145, 0.45767983869918416
38, 0.9009071288025801, 0.5238203966361721
39, 0.9080117163346623, 0.8178742289631711
40, 0.09800143765205815, 0.8109767927836822
41, 0.4013291815816623, 0.1215409552121467
42, 0.33536227892016834, 0.41239633821112476
43, 0.08194807795910597, 0.3575900651957794
44, 0.12978246677229555, 0.7984486874588396
45, 0.36347544917582, 0.61864740970001
46, 0.47102052121696647, 0.024013856491239216
47, 0.4319737383090856, 0.8970990607063186
48, 0.714062994875519, 0.4723680289217441
49, 0.05702864977437305, 0.42965162211857744
50, 0.5687552663985812, 0.763961873748616
51, 0.2519871978377378, 0.39871152991789427
52, 0.13811600336466068, 0.6806118093476025
53, 0.2614806541082795, 0.46090466173213473
54, 0.9348035346131844, 0.0344681019831361
55, 0.39757741266212254, 0.5613006819579988
56, 0.7549886603160371, 0.6586777406380887
57, 0.9742199429027557, 0.6357781521075786
58, 0.1509118463802489, 0.032847288156694465
59, 0.6163819689047666, 0.2223254174719439
end_nodes
0, 1
0, 2
0, 3
0, 4
0, 5
0, 6
0, 7
1, 2
1, 4
1, 6
1, 11
1, 12
1, 16
2, 4
2, 10
2, 11
2, 16
2, 21
3, 6
3, 7
3, 8
3, 9
3, 12
3, 14
4, 10
4, 21
4, 23
4, 30
5, 7
5, 13
5, 14
5, 19
5, 25
5, 28
6, 9
6, 12
6, 15
6, 20
7, 14
7, 36
7, 37
7, 48
8, 12
8, 14
8, 17
8, 19
8, 28
8, 32
9, 15
9, 20
9, 22
9, 29
9, 31
10, 21
10, 42
10, 43
10, 49
11, 12
11, 16
11, 18
11, 26
11, 40
12, 18
12, 32
13, 19
13, 25
13, 41
13, 46
13, 54
13, 58
14, 28
14, 38
14, 59
15, 31
16, 24
16, 27
16, 44
16, 52
17, 19
17, 57
18, 47
19, 25
19, 28
19, 34
20, 29
20, 33
21, 49
21, 51
21, 53
22, 31
22, 35
23, 30
23, 45
24, 27
25, 34
25, 46
26, 40
26, 58
29, 33
30, 45
32, 39
36, 37
36, 56
37, 48
37, 56
43, 49
44, 52
48, 56
51, 53
end
