40
4
0, 0.5845282853394653, 0.4293847386905776
1, 0.4897905868507154, 0.9344551949654863
2, 0.22592410618826275, 0.8424904483768073
3, 0.25832041913273607, 0.3590535225702365
4, 0.049999188880768486, 0.11451184159581662
5, 0.7508842099129478, 0.08945259065097544
6, 0.6720917272994664, 0.8948211747528043
7, 0.9078642944450018, 0.42276478731256917
8, 0.8126011083756155, 0.7080916765804166
9, 0.9711747449479581, 0.8592526766820067
10, 0.630592236111884, 0.5786582386729694
11, 0.41283285305560025, 0.4260763000809439
12, 0.9836752229036448, 0.34734134458117616
13, 0.9909055401612857, 0.24499751492928967
14, 0.4584663207603704, 0.07163177782613295
15, 0.8264482275426673, 0.9751671371720994
16, 0.8679120363201169, 0.08485393681785502
17, 0.6739080030745352, 0.9072058721965347
18, 0.21639959695795286, 0.6938694024372879
19, 0.788849701607552, 0.18414706762939081
20, 0.7758176845439648, 0.9046725329036283
21, 0.8236622739195536, 0.680046688265038
22, 0.40967742279180275, 0.5655310438121607
23, 0.06894518114123471, 0.5505768460568419
24, 0.014131585726604556, 0.8889560636983965
25, 0.7746341954377814, 0.4627876648911433
26, 0.1181881950823862, 0.5307065091753796
27, 0.3377635751626302, 0.028526579266994756
28, 0.43638087708569606, 0.3268630633825933
29, 0.07542497693909755, 0.33705053519585326
30, 0.7767437208847675, 0.21493249659069846
31, 0.07575261065700778, 0.8523808245377801
32, 0.7043863491945984, 0.7602328349477379
33, 0.9399438650016287, 0.5832511483278564
34, 0.7345391677251317, 0.010956018250285249
35, 0.8297110183309915, 0.31664157839760965
36, 0.8994707369512658, 0.6292969333520007
37, 0.1833799904208806, 0.39095467112030646
38, 0.3060593983831663, 0.38332739605940835
39, 0.7432465566130305, 0.6978820685230548
end_nodes
0, 1
0, 2
0, 3
0, 4
0, 5
0, 6
1, 2
1, 6
1, 9
1, 15
1, 17
2, 3
2, 4
2, 11
2, 18
3, 4
3, 11
3, 18
3, 37
4, 5
4, 14
4, 16
5, 6
5, 7
5, 8
5, 9
6, 8
6, 9
6, 10
7, 9
7, 12
7, 13
7, 16
7, 19
8, 9
8, 21
8, 25
8, 30
9, 12
11, 22
11, 38
12, 13
12, 33
13, 16
14, 16
14, 27
14, 34
15, 17
15, 20
15, 24
16, 34
17, 20
18, 37
19, 35
21, 30
21, 36
23, 24
23, 26
23, 29
23, 31
24, 29
24, 31
25, 32
25, 39
26, 29
26, 31
27, 34
30, 36
32, 39
end
