40
4
0, 0.6964517934345622, 0.2286294626638684
1, 0.2664691114182811, 0.4605565814048517
2, 0.1960905051298596, 0.9125098561598026
3, 0.8167454925939611, 0.7628089793265993
4, 0.8769331622705568, 0.44831775836471455
5, 0.9118154639581298, 0.4632587886462336
6, 0.9943217798366876, 0.10845246651457652
7, 0.738311338108722, 0.5404829674419326
8, 0.15094551156143254, 0.6505484312607245
9, 0.8579921687518425, 0.4256710988018142
10, 0.4264056192160206, 0.28269561381898844
11, 0.5381892306385223, 0.43742901540724877
12, 0.5470947259045357, 0.55386963016557
13, 0.6605823749198826, 0.33373936203512655
14, 0.5493620343856122, 0.6348725524891858
15, 0.21824068512033, 0.310123672819526
16, 0.7646187972197739, 0.9016661707540222
17, 0.33906918335606273, 0.4082532655194705
18, 0.8940398416066359, 0.4628488288106757
19, 0.02150426485482959, 0.14747579434537472
20, 0.18118925544124775, 0.8702364610919987
21, 0.638359286348095, 0.8088941861715522
22, 0.4360273678623795, 0.7863616192787203
23, 0.8687822217569765, 0.7580443516381853
24, 0.6545831705622367, 0.21696583623912724
25, 0.6729298864440545, 0.056387521519523864
26, 0.18097187343465504, 0.9223592823687141
27, 0.6769665842636772, 0.9368940114439664
28, 0.7848351133433014, 0.917495409626466
29, 0.6209921617554232, 0.361269148908136
30, 0.1151924048774775, 0.7624626926017104
31, 0.7395609443696022, 0.9240932024004624
32, 0.713070185042933, 0.6214179573245614
33, 0.1903925382608731, 0.8794965661950284
34, 0.20377093378462074, 0.940968413886564
35, 0.9519569838670299, 0.033439942277760704
36, 0.5165041934364207, 0.8675816431815704
37, 0.5187378740461221, 0.02112310054265798
38, 0.3245652660970939, 0.7060532799172291
39, 0.03838416528681998, 0.948808127242403
end_nodes
0, 1
0, 2
0, 3
0, 4
0, 5
0, 6
1, 2
1, 8
1, 10
1, 11
1, 15
2, 3
2, 7
2, 8
2, 11
3, 4
3, 5
3, 7
3, 9
4, 5
4, 9
4, 18
5, 6
5, 18
5, 23
6, 10
6, 15
6, 19
6, 23
7, 12
7, 13
7, 14
7, 22
8, 15
8, 19
8, 20
8, 26
10, 15
10, 17
10, 24
11, 38
12, 13
12, 14
12, 29
13, 29
15, 19
16, 21
16, 23
16, 26
16, 27
16, 28
16, 31
17, 24
19, 25
19, 26
19, 30
20, 26
20, 33
21, 23
21, 26
21, 36
22, 32
23, 28
25, 35
25, 37
26, 27
27, 28
27, 31
27, 34
27, 39
28, 31
30, 39
34, 39
35, 37
end
